fecha_hechos,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,alcaldia_hechos,colonia_hechos,calle_hechos,longitud,latitud,uv,ilu_luna,punto_rocio,temp_sentir,nubosidad,humedad,precipitacion,presion,temperatura,visibilidad,dir_viento,vel_viento,nombre_dia,dia_festivo
2016-04-08 16:20:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,AV.  INSURGENTES SUR,-99.16608499999991,19.4131249998332,5,3,0,27,8,17,0.0,1011,26,10,121,7,4,0
2016-04-09 16:00:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,AV. INSURGENTES SUR,-99.16608499999991,19.4131249998332,5,11,5,26,5,24,0.0,1011,25,10,175,7,5,0
2016-04-10 00:40:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2CD,CUAUHTEMOC,ROMA NORTE,OAXACA,-99.1656389999999,19.4208069998332,5,19,11,19,3,59,0.0,1016,16,10,16,2,6,0
2016-04-11 05:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-1CD,CUAUHTEMOC,ROMA NORTE,XALAPA (GLORIETA DE INSURGENTES),-99.1624619364574,19.423157486555397,6,26,1,16,11,36,0.0,1017,14,10,170,5,0,0
2016-04-11 07:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,PUEBLA,-99.1608459999999,19.4227109998339,6,26,1,17,16,33,0.0,1017,16,10,178,5,0,0
2016-04-13 22:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2SD,CUAUHTEMOC,ROMA NORTE,CTO. INTERIOR JOSE VASCONCELOS,-99.17671199999991,19.420166999833103,5,41,6,16,50,52,0.0,1015,14,9,141,8,2,0
2016-04-16 00:30:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-1SD,CUAUHTEMOC,ROMA NORTE,COLIMA,-99.1564189999999,19.420718999833802,5,64,8,15,10,63,0.0,1017,13,10,183,5,5,0
2016-04-18 02:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,VALLADOLID,-99.1681819999999,19.419687999833897,5,79,7,15,52,60,0.0,1016,13,10,157,6,0,0
2016-04-18 08:40:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,FRONTERA,-99.1571559999999,19.4241209998336,5,79,7,18,58,49,0.0,1016,15,10,210,5,0,0
2016-04-19 09:30:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-1SD,CUAUHTEMOC,ROMA NORTE,METRO INSURGENTES,-99.1631219999999,19.4228989998333,5,87,7,20,72,43,0.0,1017,17,10,162,6,1,0
2016-04-19 18:45:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-1SD,CUAUHTEMOC,ROMA NORTE,INSURGENTES,-99.16476499999979,19.417742999833397,5,87,5,22,15,34,0.0,1012,21,10,177,11,1,0
2016-04-21 09:00:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-1SD,CUAUHTEMOC,ROMA NORTE,AVENIDA  CUAUHTEMOC,-99.1537758695155,19.425145659101,5,100,7,19,8,45,0.1,1016,17,10,207,3,3,0
